,game_id,team,opponent,season,game_number,margin,margin_against,epa,epa_against,epa_net,epa_net_opponent,wepa,d_wepa_against,wepa_net,wepa_against,d_wepa,wepa_net_opponent
21,2000_07_PHI_ARI,ARI,PHI,2000,6.0,-19.0,19.0,0.8895160118063252,23.146420344874038,-22.256904333067713,22.256904333067713,10.876666050681923,19.349597676483842,-8.47293162580192,17.507956238702295,7.549153810766401,9.958802427935893
22,2000_08_ARI_DAL,ARI,DAL,2000,7.0,-41.0,41.0,-20.17803219966573,21.959416681447657,-42.137448881113386,42.137448881113386,-25.38707981866724,22.24108525874857,-47.62816507741581,21.323020440672693,-23.36065034830082,44.683670788973515
23,2000_09_NO_ARI,ARI,NO,2000,8.0,-11.0,11.0,-6.233651510951866,6.523680614750431,-12.757332125702296,12.757332125702296,-14.412019771547754,2.7568692656388545,-17.16888903718661,-5.84024269682033,-3.906860642082755,-1.9333820547375753
24,2000_10_WAS_ARI,ARI,WAS,2000,9.0,1.0,-1.0,-4.150879686671834,-4.049842921973208,-0.10103676469862588,0.10103676469862588,-9.284762767533596,-0.9779679966860444,-8.306794770847553,5.722931680516012,-9.9091087120979,15.632040392613913
25,2000_11_ARI_MIN,ARI,MIN,2000,10.0,-17.0,17.0,0.03682600384968193,12.094710141714927,-12.057884137865244,12.057884137865244,-3.0307818214325484,18.710025210202783,-21.74080703163533,10.71567517501259,-8.08233739326495,18.798012568277542
26,2000_12_ARI_PHI,ARI,PHI,2000,11.0,-25.0,25.0,-10.58338145502773,9.349719823152533,-19.933101278180263,19.933101278180263,-10.203976943249973,14.229918952092762,-24.433895895342737,19.719953624036012,-9.675856259394754,29.395809883430765
27,2000_13_NYG_ARI,ARI,NYG,2000,12.0,-24.0,24.0,-15.270792235724919,12.848343388632177,-28.119135624357096,28.119135624357096,-11.12351488412375,5.1984382560861775,-16.321953140209928,5.416568469062577,-9.704308035244118,15.120876504306695
28,2000_14_ARI_CIN,ARI,CIN,2000,13.0,-11.0,11.0,1.3529538816892352,10.123050239496465,-8.77009635780723,8.77009635780723,-1.2751579601951124,6.219589986547942,-7.494747946743054,-4.158509259429896,-1.3638869217954226,-2.794622337634473
29,2000_15_ARI_JAX,ARI,JAX,2000,14.0,-34.0,34.0,-2.3964523319036797,33.12547071301466,-35.52192304491834,35.52192304491834,-10.857141464866999,34.64661762374672,-45.50375908861372,31.738786292986834,-7.943698030636411,39.68248432362324
30,2000_16_BAL_ARI,ARI,BAL,2000,15.0,-6.0,6.0,-21.73318696751358,-12.49706691767188,-9.236120049841698,9.236120049841698,-19.420974592522942,-18.114548870585573,-1.3064257219373694,-12.926279120976808,-26.326002651626958,13.39972353065015
31,2000_17_ARI_WAS,ARI,WAS,2000,16.0,-17.0,17.0,-14.845997167547466,-0.4386264502591182,-14.407370717288348,14.407370717288348,-15.95403118211759,-8.855177500818371,-7.09885368129922,-13.98439186973661,-11.597215196080551,-2.387176673656059
